"RECORD_TYPE_CODE","RECORD_CATEGORY_CODE","REINSURANCE_YEAR","COMMODITY_CODE","PRACTICE_CODE","PRACTICE_NAME","PRACTICE_ABBREVIATION","LAST_RELEASED_DATE","RELEASED_DATE","DELETED_DATE"
"A00510","01","2023","6000","311","Container (Irr) (HP2) (OC)","CTIRRHP2OC","","8/30/2022",""
"A00510","01","2023","6000","313","In Ground (Irr) (HP2) (OC)","IGIRRHP2OC","","8/30/2022",""
"A00510","01","2023","9936","723","No Practice Specified (OC)","NPS OC","","12/21/2022",""
"A00510","01","2023","0091","006","Water Fallow","H2O FALLOW","","6/17/2022",""
"A00510","01","2023","0091","714","Organic(Transitional) Non-Irr.","NON-IRROT","","6/17/2022",""
"A00510","01","2023","0091","715","Continuous Cropping(OC)","CONTCROPOC","","6/17/2022",""
"A00510","01","2023","0091","717","Summerfallow(OC)","SUMFALL OC","","6/17/2022",""
"A00510","01","2023","0091","721","Water Fallow(OC)","H2OFALL OC","","6/17/2022",""
"A00510","01","2023","0094","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0094","713","Organic(Certified) Non-Irr.","NON-IRROC","","6/17/2022",""
"A00510","01","2023","0105","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0105","712","Organic(Transitional) Irr.","IRR OT","","11/16/2022",""
"A00510","01","2023","0107","961","Fall Pltd Seed-To-Seed (Irr)(OC)","FSI OC","","6/17/2022",""
"A00510","01","2023","0107","963","Spring Pltd Seed-To-Seed (Irr)(OC)","SSI OC","","6/17/2022",""
"A00510","01","2023","0107","964","Spring Pltd Seed-To-Seed (Irr)(OT)","SSI OT","","6/17/2022",""
"A00510","01","2023","0114","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0114","095","Fac (Irrigated)","FAC IRR","","11/16/2022",""
"A00510","01","2023","0116","024","Bottom Culture","BTM CULT","","8/9/2022",""
"A00510","01","2023","0132","044","Spring Planted Non-Irrigated (OT)","SPR PNIROT","","11/16/2022",""
"A00510","01","2023","0132","705","Spring Planted Irrigated","SPR PL IRR","","11/16/2022",""
"A00510","01","2023","0132","983","Spring Planted Irrigated(OC)","SPI OC","","11/16/2022",""
"A00510","01","2023","0132","985","Summer Planted Irrigated(OC)","SUPI OC","","11/16/2022",""
"A00510","01","2023","0147","714","Organic(Transitional) Non-Irr.","NON-IRROT","","11/16/2022",""
"A00510","01","2023","0154","211","Winter Planted Irrigated","WIN PL IRR","","4/7/2022",""
"A00510","01","2023","0154","706","Summer Planted Irrigated","SUMRPLTIRR","","4/7/2022",""
"A00510","01","2023","0156","003","Non-Irrigated","NI","","11/16/2022",""
"A00510","01","2023","0156","702","Organic(Certified) Irr.","ORGCERTIRR","","11/16/2022",""
"A00510","01","2023","0156","703","Organic(Certified) Non-Irr.","ORGCERTNI","","11/16/2022",""
"A00510","01","2023","0156","713","Organic(Transitional) Non-Irr.","ORGTRANSNI","","11/16/2022",""
"A00510","01","2023","0158","713","Organic(Certified) Non-Irr.","NON-IRROC","","6/24/2022",""
"A00510","01","2023","0158","714","Organic(Transitional) Non-Irr.","NON-IRROT","","6/24/2022",""
"A00510","01","2023","0184","269","High Density Stage 1 (Irr) (OC)","HDS1IOC","","12/21/2022",""
"A00510","01","2023","0184","271","Standard Density Stage 2 (Irr)","SDS2IRR","","12/21/2022",""
"A00510","01","2023","0184","276","HIgh Density Stage 2 (Irr) (OT)","HDS2IOT","","12/21/2022",""
"A00510","01","2023","0184","278","Standard Density Stage 3 (Irr) (OC)","SDS3IOC","","12/21/2022",""
"A00510","01","2023","0184","279","Standard Density Stage 3 (Irr) (OT)","SDS3IOT","","12/21/2022",""
"A00510","01","2023","0192","250","Standard Density (Irrigated)","STDIR","","8/9/2022",""
"A00510","01","2023","0192","254","High Density (Irrigated) (OC)","HDIOC","","8/9/2022",""
"A00510","01","2023","0201","285","High Density (OC)","HGHDNY OC","","8/9/2022",""
"A00510","01","2023","0201","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0202","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0202","066","High Density","HGHDNY","","8/9/2022",""
"A00510","01","2023","0202","723","No Practice Specified (OC)","NPS OC","","12/21/2022",""
"A00510","01","2023","0202","724","No Practice Specified (OT)","NPS OT","","12/21/2022",""
"A00510","01","2023","0203","285","High Density (OC)","HGHDNY OC","","8/9/2022",""
"A00510","01","2023","0207","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0207","251","Standard Density (Irrigated) (OC)","STIOC","","8/9/2022",""
"A00510","01","2023","0207","253","High Density (Irrigated)","HDIRR","","8/9/2022",""
"A00510","01","2023","0207","254","High Density (Irrigated) (OC)","HDIOC","","8/9/2022",""
"A00510","01","2023","0207","255","High Density (Irrigated) (OT)","HDIOT","","8/9/2022",""
"A00510","01","2023","0208","002","Irrigated","IRRIGATED","","6/17/2022",""
"A00510","01","2023","0208","251","Standard Density (Irrigated) (OC)","STIOC","","8/9/2022",""
"A00510","01","2023","0208","253","High Density (Irrigated)","HDIRR","","8/9/2022",""
"A00510","01","2023","0208","255","High Density (Irrigated) (OT)","HDIOT","","8/9/2022",""
"A00510","01","2023","0208","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0209","255","High Density (Irrigated) (OT)","HDIOT","","8/9/2022",""
"A00510","01","2023","0209","702","Organic(Certified) Irr.","IRR OC","","6/17/2022",""
"A00510","01","2023","0209","712","Organic(Transitional) Irr.","IRR OT","","6/17/2022",""
"A00510","01","2023","0210","251","Standard Density (Irrigated) (OC)","STIOC","","6/17/2022",""
"A00510","01","2023","0210","253","High Density (Irrigated)","HDIRR","","6/17/2022",""
"A00510","01","2023","0210","255","High Density (Irrigated) (OT)","HDIOT","","6/17/2022",""
"A00510","01","2023","0210","724","No Practice Specified (OT)","NPS OT","","12/21/2022",""
"A00510","01","2023","0211","997","No Practice Specified","NPS","","12/21/2022",""
"A00510","01","2023","0212","724","No Practice Specified (OT)","NPS OT","","12/21/2022",""
"A00510","01","2023","0218","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0218","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0218","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0219","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0219","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0221","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0222","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0223","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0227","283","Standard Density (OC)","STDDNY OC","","8/9/2022",""
"A00510","01","2023","0227","386","High Density (OT)","HGHDNY OT","","12/21/2022",""
"A00510","01","2023","0229","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0229","723","No Practice Specified (OC)","NPS OC","","11/16/2022",""
"A00510","01","2023","0229","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0233","723","No Practice Specified (OC)","NPS OC","","11/16/2022",""
"A00510","01","2023","0233","997","No Practice Specified","NPS","","11/16/2022",""
"A00510","01","2023","0234","723","No Practice Specified (OC)","NPS OC","","11/16/2022",""
"A00510","01","2023","0235","003","Non-Irrigated","NON IRR","","11/16/2022",""
"A00510","01","2023","0235","723","No Practice Specified (OC)","NPS OC","","11/16/2022",""
"A00510","01","2023","0236","724","No Practice Specified (OT)","NPS OT","","11/16/2022",""
"A00510","01","2023","0255","018","Late Harvest Period","LATE HARV","","8/9/2022",""
"A00510","01","2023","0255","970","Late Harvest Period(OT)","LHP OT","","8/9/2022",""
"A00510","01","2023","0256","997","No Practice Specified","NPS","","8/9/2022",""
"A00510","01","2023","0265","723","No Practice Specified (OC)","NPS OC","","8/9/2022",""
"A00510","01","2023","0266","723","No Practice Specified (OC)","NPS OC","","8/9/2022",""
"A00510","01","2023","0284","003","Non-Irrigated","NON IRR","","12/21/2022",""
"A00510","01","2023","0308","251","Standard Density (Irrigated) (OC)","STIOC","","8/9/2022",""
"A00510","01","2023","0309","065","Standard Density","STDDNY","","8/9/2022",""
"A00510","01","2023","0309","283","Standard Density (OC)","STDDNY OC","","8/9/2022",""
"A00510","01","2023","0309","284","Standard Density (OT)","STDDNY OT","","8/9/2022",""
"A00510","01","2023","0309","285","High Density (OC)","HGHDNY OC","","8/9/2022",""
"A00510","01","2023","0309","702","Organic(Certified) Irr.","IRR OC","","8/9/2022",""
"A00510","01","2023","0309","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0309","997","No Practice Specified","NPS","","12/21/2022",""
"A00510","01","2023","0332","663","GS-2 Jan - Feb Index Interval","GS2JAN-FEB","","4/26/2022",""
"A00510","01","2023","0332","675","GS-4 Jul - Aug Index Interval","GS4JUL-AUG","","4/26/2022",""
"A00510","01","2023","0332","676","GS-3 Aug - Sep Index Interval","GS3AUG-SEP","","4/26/2022",""
"A00510","01","2023","0332","679","GS-2 Dec - Jun Index Interval","GS2DEC-JUN","","4/26/2022",""
"A00510","01","2023","0333","004","Continuous Cropping","CONT CROP","","11/16/2022",""
"A00510","01","2023","0396","002","Irrigated","IRRIGATED","","11/16/2022",""
"A00510","01","2023","0467","002","Irrigated","IRRIGATED","","10/27/2022",""
"A00510","01","2023","0470","002","Irrigated","IRRIGATED","","8/9/2022",""
"A00510","01","2023","0470","712","Organic(Transitional) Irr.","IRR OT","","8/9/2022",""
"A00510","01","2023","0501","258","Super High Density (Irrigated) (OT)","SHIOT","","8/9/2022",""
"A00510","01","2023","0801","208","Endorsement Ending in August Yr1","EEAUGY1","","4/28/2022",""
"A00510","01","2023","0801","210","Endorsement Ending in October Yr1","EEOCTY1","","4/28/2022",""
"A00510","01","2023","0802","202","Endorsement Ending in February Yr1","EEFEBY1","","4/28/2022",""
"A00510","01","2023","0802","205","Endorsement Ending in May Yr1","EEMAYY1","","4/28/2022",""
"A00510","01","2023","0802","210","Endorsement Ending in October Yr1","EEOCTY1","","4/28/2022",""
"A00510","01","2023","0802","212","Endorsement Ending in December Yr1","EEDECY1","","4/28/2022",""
"A00510","01","2023","0802","302","Endorsement Ending in February Yr2","EEFEBY2","","4/28/2022",""
"A00510","01","2023","0802","305","Endorsement Ending in May Yr2","EEMAYY2","","4/28/2022",""
"A00510","01","2023","0802","309","Endorsement Ending in September Yr2","EESPTY2","","4/28/2022",""
"A00510","01","2023","0802","312","Endorsement Ending in December Yr2","EEDECY2","","4/28/2022",""
"A00510","01","2023","0803","902","Feb. - Dec. Insurance Period","FEB-DECINS","","4/28/2022",""
"A00510","01","2023","0803","904","Apr. - Feb. Insurance Period","APR-FEBINS","","4/28/2022",""
"A00510","01","2023","0803","905","May  - Mar. Insurance Period","MAY-MARINS","","4/28/2022",""
"A00510","01","2023","0815","201","Endorsement Ending in January Yr1","EEJANY1","","4/28/2022",""
"A00510","01","2023","0815","204","Endorsement Ending in April Yr1","EEAPRY1","","4/28/2022",""
"A00510","01","2023","0815","208","Endorsement Ending in August Yr1","EEAUGY1","","4/28/2022",""
"A00510","01","2023","0815","211","Endorsement Ending in November Yr1","EENOVY1","","4/28/2022",""
"A00510","01","2023","0815","310","Endorsement Ending in October Yr2","EEOCTY2","","4/28/2022",""
"A00510","01","2023","0815","311","Endorsement Ending in November Yr2","EENOVY2","","4/28/2022",""
"A00510","01","2023","0815","312","Endorsement Ending in December Yr2","EEDECY2","","4/28/2022",""
"A00510","01","2023","0815","805","May  - Oct. Insurance Period","MAY-OCTINS","","4/28/2022",""
"A00510","01","2023","0815","807","July - Dec. Insurance Period","JUL-DECINS","","4/28/2022",""
"A00510","01","2023","0815","808","Aug. - Jan. Insurance Period","AUG-JANINS","","4/28/2022",""
"A00510","01","2023","0830","805","Oct - Dec/Yr2 - Qtr4","OCTDECY2Q4","","4/28/2022",""
"A00510","01","2023","0830","807","Apr - Jun/Yr3 - Qtr2","APRJUNY3Q2","","4/28/2022",""
"A00510","01","2023","0847","904","Apr. - Feb. Insurance Period","APR-FEBINS","","4/28/2022",""
"A00510","01","2023","0847","905","May  - Mar. Insurance Period","MAY-MARINS","","4/28/2022",""
"A00510","01","2023","0847","909","Sep. - Jul. Insurance Period","SEP-JULINS","","4/28/2022",""
"A00510","01","2023","0847","910","Oct. - Aug. Insurance Period","OCT-AUGINS","","4/28/2022",""
"A00510","01","2023","0847","912","Dec. - Oct. Insurance Period","DEC-OCTINS","","4/28/2022",""
"A00510","01","2023","1191","632","Aug - Sep Index Interval","AUG-SEPINT","","8/24/2022",""
"A00510","01","2023","1191","634","Oct - Nov Index Interval","OCT-NOVINT","","8/24/2022",""
"A00510","01","2023","1218","170","Direct Seeded Floral Irrigated","DSFIRR","","11/16/2022",""
"A00510","01","2023","1218","173","Direct Seeded Whole Plant Non-Irrigated","DSWPNI","","11/16/2022",""
"A00510","01","2023","1218","174","Transplant Floral Irrigated","TPFIRR","","11/16/2022",""
"A00510","01","2023","1218","175","Transplant Floral Non-Irrigated","TPFNI","","11/16/2022",""
"A00510","01","2023","1218","177","Transplant Whole Plant Non-Irrigated","TPWPNI","","11/16/2022",""
"A00510","01","2023","1218","770","Direct Seeded Floral Irr. (OC)","DSFIOC","","11/16/2022",""
"A00510","01","2023","1218","772","Direct Seeded Whole Plant Irr. (OC)","DSWPIOC","","11/16/2022",""
"A00510","01","2023","1218","773","Direct Seeded Whole Plant Non-Irr. (OC)","DSWPNIOC","","11/16/2022",""
"A00510","01","2023","1218","775","Transplant Floral Non-Irr. (OC)","TPFNIOC","","11/16/2022",""
"A00510","01","2023","1218","776","Transplant Whole Plant Irr. (OC)","TPWPIOC","","11/16/2022",""
"A00510","01","2023","1218","780","Direct Seeded Floral Irr. (OT)","DSFIOT","","11/16/2022",""
"A00510","01","2023","1218","785","Transplant Floral Non-Irr. (OT)","TPFNIOT","","11/16/2022",""
"A00510","01","2023","1302","285","High Density (OC)","HGHDNY OC","","8/9/2022",""
"A00510","01","2023","1302","723","No Practice Specified (OC)","NPS OC","","12/21/2022",""
"A00510","01","2023","6000","300","Container (Irr) (HP1)","CTIRRHP1","","8/30/2022",""
"A00510","01","2023","6000","303","In Ground (Irr) (HP2)","IGIRRHP2","","8/30/2022",""
"A00510","01","2023","9110","997","No Practice Specified","NPS","","8/30/2022",""
"A00510","01","2023","9936","997","No Practice Specified","NPS","","12/21/2022",""
